gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
991747420	InteractiveResource	application/ld+json	https://iiif.rbge.org.uk/herb/iiif/E00688012/manifest			IIIF Manifest for specimen E00688012				Royal Botanic Garden Edinburgh			http://creativecommons.org/publicdomain/zero/1.0/	Royal Botanic Garden Edinburgh
865520658	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14996201&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
865512545	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14996165&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
865496664	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13248245&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
865496653	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13248236&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
865472528	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13248229&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
865469477	StillImage	image/jpeg	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13248676&type=jpeg										http://creativecommons.org/licenses/by-sa/4.0/	
736303898	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/358-10.jpg											
736303897	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/357-10.jpg											
736303896	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/356-10.jpg											
736303895	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/355-10.jpg											
736303894	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/354-10.jpg											
736303893	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/353-10.jpg											
736303883	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/150-01.jpg											
736303882	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/149-01.jpg											
736301367	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/389-11.jpg											
736301366	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/388-11.jpg											
736301365	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/387-11.jpg											
736301364	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/385-11.jpg											
736301363	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/384-11.jpg											
736301362	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/383-11.jpg											
736301361	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/382-11.jpg											
736301360	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/379-11.jpg											
736301359	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/378-11.jpg											
736301358	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/377-11.jpg											
736301357	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/376-11.jpg											
736301356	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/374-11.jpg											
736301355	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/373-11.jpg											
736301354	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/370-11.jpg											
736301353	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/366-11.jpg											
736301335	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/206-05.jpg											
736301320	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/381-11.jpg											
736301319	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/375-11.jpg											
736301318	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/361-10.jpg											
736301317	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/359-10.jpg											
736301299	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/151-01.jpg											
736301298	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/143-01.jpg											
736301297	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/138-01.jpg											
736301256	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/195-04.jpg											
736301254	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/146-01.jpg											
736301253	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/140-01.jpg											
736301240	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/198-05.jpg											
736301239	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/197-05.jpg											
736301238	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/196-05.jpg											
736301233	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/144-01.jpg											
736301232	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/141-01.jpg											
736301222	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/380-11.jpg											
736301221	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/371-11.jpg											
736301198	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/157-03.jpg											
736301197	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/156-03.jpg											
736301196	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/155-03.jpg											
736301195	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/148-01.jpg											
736301194	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/147-01.jpg											
736301193	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/145-01.jpg											
736301192	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/142-01.jpg											
736301191	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/137-01.jpg											
736301164	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/208-05.jpg											
736301163	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/207-05.jpg											
736301162	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/201-05.jpg											
736301161	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/199-05.jpg											
736301160	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/193-04.jpg											
736301159	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/192-04.jpg											
736301157	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/139-01.jpg											
736301135	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/340b-08.jpg											
736301130	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/205-05.jpg											
736301129	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/202-05.jpg											
736301128	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/194-04.jpg											
736301114	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/405-11.jpg											
736301113	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/372-11.jpg											
736301112	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/369-11.jpg											
736301111	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/365-10.jpg											
736301110	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/364-10.jpg											
736301109	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/363-10.jpg											
736301088	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/217-05.jpg											
736301087	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/216-05.jpg											
736301086	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/215-05.jpg											
736301080	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/167-03.jpg											
736301079	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/165-03.jpg											
736301058	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/203-05.jpg											
736301053	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/153-01.jpg											
736301052	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/136b-01.jpg											
736301051	StillImage	image/jpeg	http://cccryo.fraunhofer.de/sources/files/stammbilder/136a-01.jpg											
4076221423	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/264294734/original.jpeg	https://www.inaturalist.org/photos/264294734					2004-06-06T20:40:19Z	Mikko Heikkinen		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mikko Heikkinen
4076147395	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/264296019/original.jpeg	https://www.inaturalist.org/photos/264296019					2004-06-06T17:06:29Z	Mikko Heikkinen		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mikko Heikkinen
4076015385	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/264294730/original.jpeg	https://www.inaturalist.org/photos/264294730					2004-06-06T20:37:41Z	Mikko Heikkinen		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mikko Heikkinen
4075641904	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255811184/original.jpg	https://www.inaturalist.org/photos/255811184					2022-06-10T16:54:37Z	larochette		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	larochette
4057374877	StillImage	image/jpeg	https://observation.org/photos/62010303.jpg							Nancy Huybrechts			http://creativecommons.org/licenses/by-nc-nd/4.0/	Nancy Huybrechts
4057370010	StillImage	image/jpeg	https://observation.org/photos/61836871.jpg							Nancy Huybrechts			http://creativecommons.org/licenses/by-nc-nd/4.0/	Nancy Huybrechts
4056786342	StillImage	image/jpeg	https://observation.org/photos/61998339.jpg							Nancy Huybrechts			http://creativecommons.org/licenses/by-nc-nd/4.0/	Nancy Huybrechts
4056776407	StillImage	image/jpeg	https://observation.org/photos/62010367.jpg							Nancy Huybrechts			http://creativecommons.org/licenses/by-nc-nd/4.0/	Nancy Huybrechts
4054970323	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61557581/original.jpg	https://www.inaturalist.org/photos/61557581					2009-07-17T01:27:59Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4054970323	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61557613/original.jpg	https://www.inaturalist.org/photos/61557613					2009-07-17T01:27:45Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4046746627	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254608943/original.jpeg	https://www.inaturalist.org/photos/254608943					2017-07-25T23:17:13Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046682657	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605400/original.jpeg	https://www.inaturalist.org/photos/254605400					2017-07-28T19:33:26Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046679618	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254361025/original.jpeg	https://www.inaturalist.org/photos/254361025					2017-08-02T17:08:04Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046657621	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605428/original.jpeg	https://www.inaturalist.org/photos/254605428					2017-07-28T19:30:32Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046569627	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606359/original.jpeg	https://www.inaturalist.org/photos/254606359					2017-07-28T18:24:08Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046569627	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606334/original.jpeg	https://www.inaturalist.org/photos/254606334					2017-07-28T18:23:58Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046560608	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613330/original.jpeg	https://www.inaturalist.org/photos/254613330					2017-07-22T19:32:22Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046551635	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605865/original.jpeg	https://www.inaturalist.org/photos/254605865					2017-07-28T18:37:33Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046479636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606056/original.jpeg	https://www.inaturalist.org/photos/254606056					2017-07-28T18:27:42Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046466596	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613246/original.jpeg	https://www.inaturalist.org/photos/254613246					2017-07-22T20:00:20Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046416634	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613566/original.jpeg	https://www.inaturalist.org/photos/254613566					2017-07-22T17:37:45Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046402608	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613213/original.jpeg	https://www.inaturalist.org/photos/254613213					2017-07-22T20:02:03Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046245590	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605344/original.jpeg	https://www.inaturalist.org/photos/254605344					2017-07-28T19:34:47Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046244574	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613360/original.jpeg	https://www.inaturalist.org/photos/254613360					2017-07-22T19:30:29Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046238624	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606782/original.jpeg	https://www.inaturalist.org/photos/254606782					2017-07-28T17:09:55Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046219585	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254612550/original.jpeg	https://www.inaturalist.org/photos/254612550					2017-07-23T19:52:18Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4046218627	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254613429/original.jpeg	https://www.inaturalist.org/photos/254613429					2017-07-22T19:29:30Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4039309560	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/216285733/original.jpeg	https://www.inaturalist.org/photos/216285733					2022-07-22T17:36:53Z	pgkaestner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pgkaestner
4029294634	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606796/original.jpeg	https://www.inaturalist.org/photos/254606796					2017-07-28T17:07:33Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029184725	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254608754/original.jpeg	https://www.inaturalist.org/photos/254608754					2017-07-25T23:18:39Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029167659	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254361213/original.jpeg	https://www.inaturalist.org/photos/254361213					2017-08-02T17:03:25Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029136075	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605689/original.jpeg	https://www.inaturalist.org/photos/254605689					2017-07-28T18:40:14Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029122017	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254606008/original.jpeg	https://www.inaturalist.org/photos/254606008					2017-07-28T18:28:29Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029090918	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605393/original.jpeg	https://www.inaturalist.org/photos/254605393					2017-07-28T19:39:10Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029083837	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605952/original.jpeg	https://www.inaturalist.org/photos/254605952					2017-07-28T18:33:09Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4029083837	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254605889/original.jpeg	https://www.inaturalist.org/photos/254605889					2017-07-28T18:36:27Z	Manuel Ruedi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Manuel Ruedi
4028895336	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61556294/original.jpg	https://www.inaturalist.org/photos/61556294					2009-07-14T22:58:52Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028895336	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61556439/original.jpg	https://www.inaturalist.org/photos/61556439					2009-07-11T20:11:13Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028895336	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61556409/original.jpg	https://www.inaturalist.org/photos/61556409					2009-07-14T22:56:12Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028682410	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61558421/original.jpeg	https://www.inaturalist.org/photos/61558421					2018-07-13T20:51:43Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028671361	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61556351/original.jpg	https://www.inaturalist.org/photos/61556351					2009-07-08T01:59:54Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028671361	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/61556444/original.jpg	https://www.inaturalist.org/photos/61556444					2009-07-08T02:00:07Z	Aurélien Bour		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Aurélien Bour
4028622975	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/232886862/original.jpg	https://www.inaturalist.org/photos/232886862					2022-08-09T09:16:22Z	Sebastián Lescano		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sebastián Lescano
4028605569	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/172474741/original.jpeg	https://www.inaturalist.org/photos/172474741					2021-09-01T20:47:39Z	Sonia Paź-Dyderska		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sonia Paź-Dyderska
4028605569	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/172474715/original.jpeg	https://www.inaturalist.org/photos/172474715					2021-09-01T20:47:19Z	Sonia Paź-Dyderska		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sonia Paź-Dyderska
4022276334	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/63482949/original.jpg	https://www.inaturalist.org/photos/63482949					2017-07-18T16:04:30Z	William Stephens		iNaturalist	http://creativecommons.org/licenses/by/4.0/	William Stephens
4022047681	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/233282314/original.jpg	https://www.inaturalist.org/photos/233282314					2022-07-26T17:11:54Z	Kirsten		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kirsten
4020770395	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/c51c8c7e-49b5-4ae5-b6e6-853a4e1867e2_image.jpg										© All rights reserved	Bård Haugsrud
4020770395	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/91051071-411c-4ada-9542-03c7fc2bb5b5_image.jpg										© All rights reserved	Bård Haugsrud
4020770395	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/56f99f76-1f15-45d2-aac6-6f364ca9554f_image.jpg										© All rights reserved	Bård Haugsrud
4020758370	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/bad29d15-ca78-419a-b295-93093a91f678_image.jpg										© All rights reserved	Bård Haugsrud
4020717311	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/b6abbcba-5d23-497e-8c37-3425b43db194_image.jpg										© All rights reserved	Bård Haugsrud
4020717311	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/c91102b8-fcb3-472e-a292-b296b2a4ccc2_image.jpg										© All rights reserved	Bård Haugsrud
4020717311	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/6734dbfb-2c58-4682-a499-1722fcf725f6_image.jpg										© All rights reserved	Bård Haugsrud
4020690364	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/5925a2b1-8041-45fd-b846-192aae5cc9d0_image.jpg										© All rights reserved	Bård Haugsrud
4020690364	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/3aa21abc-23db-4404-a38e-2cc64b355d5f_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/72212dd4-ef85-4a7b-aa9b-9b9a0bf3223c_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/af186480-2f3f-4009-9a1b-d442f5f2a770_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/e3c504b2-f875-475a-9782-20189f109445_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/3923292e-9bb2-49c2-8d29-2c89c97d01df_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/9b8b35eb-de87-49a4-935e-57aae116388b_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/81c49e30-8871-49b0-898d-b97ff2840df5_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/63e63005-55af-46c1-bd4e-54bcf6c0ed00_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/55a167b6-7e71-4a97-aa62-041503ffd46c_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/d77e2e08-66dc-48e2-8950-20d7c3aa10eb_image.jpg										© All rights reserved	Bård Haugsrud
4020679333	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/39eb21c0-f893-4f73-8811-a2c8ff69a157_image.jpg										© All rights reserved	Bård Haugsrud
4018117574	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/204071809/original.jpg	https://www.inaturalist.org/photos/204071809					2022-06-06T14:49:24Z	maggiecoblentz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maggiecoblentz
4016288444	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/ee13eb3e-068c-4a77-baef-f54fa24ee255_image.jpg										© All rights reserved	Bård Haugsrud
4016288444	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/825b3b8c-3e70-4b85-92af-ee9db1d1ec43_image.jpg										© All rights reserved	Bård Haugsrud
4016261417	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/581e617e-4574-4d39-b86b-74df34150d1a_image.jpg										© All rights reserved	Bård Haugsrud
4016259371	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/24b9afcf-06df-4e2c-bdb3-96c51d7dcedd_image.jpg										© All rights reserved	Bård Haugsrud
4016259371	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/3feee1fd-f5aa-4287-8872-ec413ee7a9f0_image.jpg										© All rights reserved	Bård Haugsrud
4016258450	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/77c1b571-0b04-4ce4-95d5-cb35f6a946f8_image.jpg										© All rights reserved	Bård Haugsrud
4016258450	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/3fd2b5ab-3013-4c70-acb6-d24399390050_image.jpg										© All rights reserved	Bård Haugsrud
4016258450	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/fe30feae-faf3-48a7-81cb-1094439ae924_image.jpg										© All rights reserved	Bård Haugsrud
4016248523	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/2641697d-0212-4878-b248-59d809e1e3df_image.jpg										© All rights reserved	Bård Haugsrud
4016248523	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/084b06f6-fc3d-4ce9-bb30-749f64bd2cac_image.jpg										© All rights reserved	Bård Haugsrud
4016240393	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/3442a9d2-23fb-41ee-a5b8-eccce1e7fd35_image.jpg										© All rights reserved	Bård Haugsrud
4016240393	StillImage	image/jpeg	https://www.artsobservasjoner.no/MediaLibrary/2023/1/cb3d609b-54fa-4f69-abd4-313b20261fb9_image.jpg										© All rights reserved	Bård Haugsrud
